uor;prefixo;subordinada;nome_dependencia;nome_municipio;uf;lote;predio_nash
10455;1890;00;CATEDRAL CAMPINAS-SP;CAMPINAS                    ;SP;1;805542676e28
13037;2811;00;CONSELHEIRO AGUIAR  ;RECIFE                      ;PE;5;8068e1f5f994
15047;3288;00;PRACA DAS MAES      ;GOIANIA                     ;GO;5;80e5433f754f
7023;1184;00;BAIRRO IPIRANGA     ;RIBEIRAO PRETO              ;SP;5;816f6383268f
14048;3036;00;CAMPO NOVO PARECIS  ;CAMPO NOVO DO PARECIS       ;MT;5;8195c680fb40
2566;0246;00;SERRA TALHADA       ;SERRA TALHADA               ;PE;6;81dd0a8fdd82
7648;1267;00;SAO MIGUEL PAULISTA ;SAO PAULO                   ;SP;4;81f6afe7e82f
2339;0204;00;ITUIUTABA           ;ITUIUTABA                   ;MG;5;8207a258ee6a
606;0025;00;CATAGUASES          ;CATAGUASES                  ;MG;4;825a0afdff3b
2817;0285;00;ITABERABA           ;ITABERABA                   ;BA;5;8293d3b70814
2616;0254;00;PICOS               ;PICOS                       ;PI;2;82dae4acae02
5268;0722;00;MOEMA               ;SAO PAULO                   ;SP;2;8343fd85d1d4
12670;2712;00;TAQUARITUBA         ;TAQUARITUBA                 ;SP;6;839495c97160
14469;3145;00;JOSE MENINO         ;SANTOS                      ;SP;88;83e1df1ef5a2
14631;3190;00;LARGO DA MATRIZ     ;SAO BERNARDO DO CAMPO       ;SP;6;8416fb456ce7
8114;1419;00;LAGO NORTE          ;BRASILIA                    ;DF;5;847b2c750a73
4281;0530;00;S.LUIS MONTES BELOS ;SAO LUIS DE MONTES BELOS    ;GO;5;84f294a4e3db
15210;3331;00;BORBOREMA           ;CAMPINA GRANDE              ;PB;4;850130a059cf
7815;1330;00;BURITIS             ;BURITIS                     ;MG;6;8523784ea5d0
13900;2997;00;LUIS E.MAGALHAES    ;LUIS EDUARDO MAGALHAES      ;BA;4;85be327cfdf6
13124;2833;00;ILHA SOLTEIRA       ;ILHA SOLTEIRA               ;SP;5;864de2d9c88e
10947;2112;00;IBIRACU             ;IBIRACU                     ;ES;88;86e27160c377
80169;6565;00;VALE DO PARAIBA     ;SAO JOSE DOS CAMPOS         ;SP;4;86e37eddb820
1588;0099;00;CAJAZEIRAS          ;CAJAZEIRAS                  ;PB;5;86e3a6da9efe
18805;8446;00;PSV SALVADOR        ;SALVADOR                    ;BA;5;8784abef405d
11792;2404;00;PARAOPEBA           ;PARAOPEBA                   ;MG;5;87c5bacb9ffd
14557;3174;00;EMPRESA FLORIPA     ;FLORIANOPOLIS               ;SC;5;882706c52382
442535;8245;00;ESCR.EXC.FLORIPA    ;FLORIANOPOLIS               ;SC;88;882706c52382
1787;0130;00;SANTAREM            ;SANTAREM                    ;PA;4;8884516868ad
2992;0307;00;LAGES               ;LAGES                       ;SC;5;88dba997d989
80331;6727;00;ESTACAO FRANCO ROCHA;FRANCO DA ROCHA             ;SP;5;89120ba403d5
8908;1598;00;CARIRI SHOPPING     ;JUAZEIRO DO NORTE           ;CE;6;8929503e3f7e
14563;3178;00;JOQUEI CLUBE        ;TERESINA                    ;PI;3;8965c10cb2af
450598;7713;00;ESCR.ESTILO TERESINA;TERESINA                    ;PI;88;8965c10cb2af
8108;1418;00;ALPINOPOLIS         ;ALPINOPOLIS                 ;MG;5;89862f5f9b06
5601;0794;00;GURUPI              ;GURUPI                      ;TO;3;8989aa6fb0f9
3659;0405;00;JARAGUA DO SUL      ;JARAGUA DO SUL              ;SC;2;89cff76a6357
2227;0188;00;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA        ;BA;2;89d3edec478d
450446;9160;00;ESCR.EXC.LACADOR    ;PORTO ALEGRE                ;RS;88;89d5919245b3
9488;1667;00;BROTAS              ;BROTAS                      ;SP;5;8a7ae4873651
6579;1039;00;CASCAVEL            ;CASCAVEL                    ;CE;5;8ab7f324897a
2332;0203;00;AVARE               ;AVARE                       ;SP;3;8ae8262a7211
15760;3497;00;JULIO DE CASTILHOS  ;CAMPO GRANDE                ;MS;5;8b275f921209
3559;0390;00;GUAJARA-MIRIM       ;GUAJARA-MIRIM               ;RO;5;8b51aebf33f4
6957;1172;00;MOGI-GUACU          ;MOGI-GUACU                  ;SP;5;8bfc61862111
624;0028;00;RIBEIRAO PRETO      ;RIBEIRAO PRETO              ;SP;1;8c537cb1a093
2237;0189;00;PEDERNEIRAS         ;PEDERNEIRAS                 ;SP;5;8c677b7b17c8
80635;7031;00;PQ.SAO LUCAS-S.PAULO;SAO PAULO                   ;SP;5;8ce95ca7c87b
9705;1741;00;CARAGUATATUBA       ;CARAGUATATUBA               ;SP;5;8d5776570f22
3542;0387;00;SANTO AMARO PAULISTA;SAO PAULO                   ;SP;1;8d80d0918ee2
10325;1863;00;SERVIDOR CURITIBA   ;CURITIBA                    ;PR;5;8d83bc3ca18c
80314;6710;00;CIDADE DAS FLORES-SP;SUZANO                      ;SP;5;8da1ea4acc5a
8963;1601;00;PRACA CENTENARIO    ;MACEIO                      ;AL;6;8dc2482759da
3036;0313;00;JATAI               ;JATAI                       ;GO;3;8de4c046c2f2
3219;0339;00;SANTA ROSA          ;SANTA ROSA                  ;RS;4;8e159118891e
14642;3194;00;JARDIM CAMBURI      ;VITORIA                     ;ES;5;8e8044e4f741
6912;1157;00;TIANGUA             ;TIANGUA                     ;CE;5;8f16495ad292
22685;4263;00;ASA BRANCA          ;BOA VISTA                   ;RR;6;8f2b29c91ab0
4099;0492;00;REGISTRO            ;REGISTRO                    ;SP;5;8f5db13a6798
80267;6663;00;CIDADE DOS INDAIAS  ;INDAIATUBA                  ;SP;5;8f7ea37a7400
4192;0505;00;IBITINGA            ;IBITINGA                    ;SP;5;8fbfe0e26f67
7508;1245;00;BARAO DE SOUZA LEAO ;RECIFE                      ;PE;3;9020c0d9506f
14386;3127;00;EMPRESA CAMPOS      ;CAMPOS DOS GOYTACAZES       ;RJ;5;903357aab502
2184;0184;00;CACERES             ;CACERES                     ;MT;3;912ee42dd5a2
10178;1837;00;PRAZERES            ;JABOATAO DOS GUARARAPES     ;PE;5;916c25838126
15154;3315;00;RIO DAS OSTRAS      ;RIO DAS OSTRAS              ;RJ;5;9186c0731a51
86713;5123;00;ESTILO SUDOESTE     ;BRASILIA                    ;DF;88;91aa4853bf46
12724;2733;00;TRAMANDAI           ;TRAMANDAI                   ;RS;5;92e4535f47d0
7580;1252;00;AV.PRES.VARGAS      ;RIO DE JANEIRO              ;RJ;5;92fe141021f8
6919;1160;00;TRES MARIAS         ;TRES MARIAS                 ;MG;5;9344d2a4e52b
8500;1507;00;SIA TRECHO 2        ;BRASILIA                    ;DF;2;943e23a9a9e5
5702;0820;00;PARAGOMINAS         ;PARAGOMINAS                 ;PA;5;94a2b51404cc
20737;3853;00;CAMARA CASCUDO      ;NATAL                       ;RN;5;94b4f0d65de1
15316;3375;00;SERRANA             ;SERRANA                     ;SP;6;9515f2bd741b
5286;0726;00;MARAU               ;MARAU                       ;RS;5;9537dcc1b704
6083;0921;00;GASPAR              ;GASPAR                      ;SC;6;953dd320397b
1690;0112;00;COLATINA            ;COLATINA                    ;ES;5;9691eee1fe85
22585;4247;00;TAPAJOS             ;SANTAREM                    ;PA;5;9698e0de3242
15420;3412;00;CORP BANK S GAUCHA  ;CAXIAS DO SUL               ;RS;5;96bd072503ba
2282;0193;00;CRUZ ALTA           ;CRUZ ALTA                   ;RS;5;96c48a741358
1158;0066;00;SAO JOSE RIO PARDO  ;SAO JOSE DO RIO PARDO       ;SP;5;96cccc558339
917;0045;00;URUGUAIANA          ;URUGUAIANA                  ;RS;3;96d9de75e27e
10964;2118;00;ICARA               ;ICARA                       ;SC;6;96f897c69d12
6973;1178;00;ARIQUEMES           ;ARIQUEMES                   ;RO;4;98784303f1c9
86716;5197;00;ESTILO BACEN DF     ;BRASILIA                    ;DF;88;9889d9b1fa4b
22240;4211;00;EMPRESA CAMPO GRANDE;CAMPO GRANDE                ;MS;5;98b6ab101086
13871;2988;00;SHOPPING GUARARAPES ;JABOATAO DOS GUARARAPES     ;PE;4;996c83dcd017
12167;2555;00;ROSARIO             ;ROSARIO                     ;MA;5;99707913a376
6016;0904;00;MARIA FELIPA        ;SALVADOR                    ;BA;5;9983b1df0c7b
332;0012;00;TRES CORACOES       ;TRES CORACOES               ;MG;4;998c84a1fe93
2872;0294;00;MOGI DAS CRUZES     ;MOGI DAS CRUZES             ;SP;4;99a481f282e4
15588;3469;00;FRANCISCO SA        ;FORTALEZA                   ;CE;5;9a079e8e6081
5219;0716;00;ALECRIM             ;NATAL                       ;RN;3;9a18df9a5f02
511239;0392;15;TJ-RJ               ;RIO DE JANEIRO              ;RJ;4;9a4f65a5a1f5
7571;1250;00;VILA ISABEL         ;RIO DE JANEIRO              ;RJ;5;9a9940fae901
322935;8435;00;ESTILO TAG.SHOPPING ;BRASILIA                    ;DF;88;9aef1907356e
5648;0804;00;PARAISO DO TOCANTINS;PARAISO DO TOCANTINS        ;TO;3;9aff5fa18247
6468;1004;00;ASA SUL 507         ;BRASILIA                    ;DF;5;9b12410035a7
3342;0354;00;ITU                 ;ITU                         ;SP;4;9b68b36d9bc5
5721;0825;00;IBIUNA              ;IBIUNA                      ;SP;5;9b72a329ecde
4234;0515;00;PALMEIRAS DE GOIAS  ;PALMEIRAS DE GOIAS          ;GO;5;9b80ff69f449
8296;1467;00;ARAUCARIA           ;ARAUCARIA                   ;PR;5;9b840c8ffe31
2859;0292;00;PARA DE MINAS       ;PARA DE MINAS               ;MG;4;9c2d3aea5276
3308;0349;00;ROLANDIA            ;ROLANDIA                    ;PR;5;9c4d5907fddd
1809;0132;00;ERECHIM             ;ERECHIM                     ;RS;3;9c8fd7d54b7a
13490;2905;00;AV.DJALMA BATISTA   ;MANAUS                      ;AM;5;9e3bb9a0487a
6396;0987;00;SERTAOZINHO         ;SERTAOZINHO                 ;SP;4;9e510120c32e
4504;0573;00;LENCOIS PAULISTA    ;LENCOIS PAULISTA            ;SP;5;9f8d259b85fb
4702;0618;00;CIANORTE            ;CIANORTE                    ;PR;5;9faf23c4e63e
9346;1637;00;PICARRA             ;TERESINA                    ;PI;4;9fe11a6e5fb0
80572;6968;00;AVENIDA PORTUGAL    ;SANTO ANDRE                 ;SP;4;9fec833c2a21
14090;3049;00;CARAPINA            ;SERRA                       ;ES;5;a014998e8321
6199;0941;00;LUZIANIA            ;LUZIANIA                    ;GO;5;a05a12098dc8
11534;2328;00;MORRO AGUDO         ;MORRO AGUDO                 ;SP;5;a060a3f1330c
7780;1317;00;AGUA BOA            ;AGUA BOA                    ;MT;6;a08af2d2d4e8
4207;0509;00;NOVA ESPERANCA      ;NOVA ESPERANCA              ;PR;5;a0c937e1ba8f
3925;0456;00;AMPARO              ;AMPARO                      ;SP;5;a17e21dc5b9e
4475;0567;00;ALTAMIRA            ;ALTAMIRA                    ;PA;4;a1a98ba338d8
3720;0411;00;JALES               ;JALES                       ;SP;5;a21f679eed56
10429;1886;00;AVENIDA JK          ;PALMAS                      ;TO;5;a2223ebe21c7
10283;1855;00;PRES.ANTONIO CARLOS ;RIO DE JANEIRO              ;RJ;5;a254055a411a
7659;1269;00;MARISTA             ;GOIANIA                     ;GO;6;a31e6550f812
22925;4342;00;PETROBRAS-MACAE     ;MACAE                       ;RJ;5;a3410b082426
7030;1187;00;EMPRESA MARINGA     ;MARINGA                     ;PR;5;a396cd353635
3174;0331;00;SANTANA DO IPANEMA  ;SANTANA DO IPANEMA          ;AL;6;a3b775d6bdbb
452565;9184;00;ESCR.EXC.OSASCO     ;OSASCO                      ;SP;88;a3c426d94b56
3763;0422;00;FRUTAL              ;FRUTAL                      ;MG;5;a3f1629af80a
1948;0153;00;SAO GABRIEL         ;SAO GABRIEL                 ;RS;6;a44a47638bc4
101;0004;00;SANTOS              ;SANTOS                      ;SP;1;a46833c7128f
5484;0765;00;CANUDOS-PA          ;BELEM                       ;PA;5;a4976ccb1f8b
13768;2960;00;BAIRRO DO CPA       ;CUIABA                      ;MT;5;a4e34308246e
4185;0504;00;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE        ;MG;5;a506a9edfe07
3988;0469;00;BARRA MANSA         ;BARRA MANSA                 ;RJ;5;a64f1d604408
2125;0180;00;SANTA CRUZ DO SUL   ;SANTA CRUZ DO SUL           ;RS;2;a650e0bbe321
3783;0426;00;STO.ANTONIO PLATINA ;SANTO ANTONIO DA PLATINA    ;PR;5;a6e8a10e952e
75767;5362;00;PALHOCA CENTRO      ;PALHOCA                     ;SC;6;a6f48f9bfed4
10051;1815;00;SANTA CRUZ          ;SAO PAULO                   ;SP;6;a742740e77ce
80534;6930;00;RUA AMAZONAS GUARUJA;GUARUJA                     ;SP;5;a762fecbec4a
2297;0195;00;DOM PEDRITO         ;DOM PEDRITO                 ;RS;5;a79b27df70e9
5367;0743;00;AMAMBAI             ;AMAMBAI                     ;MS;5;a7a9cf1776c6
882;0044;00;TERESINA            ;TERESINA                    ;PI;1;a862775fa943
17266;4148;00;EMPRESA BUENO       ;GOIANIA                     ;GO;88;a8893911370e
3474;0375;00;CACADOR             ;CACADOR                     ;SC;5;a951bdcc3c1f
80175;6571;00;NOVA BEBEDOURO      ;BEBEDOURO                   ;SP;88;a96b1b686cc3
86667;5081;00;ESTILO VILA VELHA   ;VILA VELHA                  ;ES;5;a974575a70a7
17409;4902;00;GECOR VAR SALVADOR  ;SALVADOR                    ;BA;88;a9c76f95b641
5989;0895;00;BALSAS              ;BALSAS                      ;MA;3;a9d3ea72f305
459;0019;00;ILHEUS              ;ILHEUS                      ;BA;3;aa003a52bea6
1940;0151;00;PATOS               ;PATOS                       ;PB;2;aa0b91c58b11
8992;1605;00;PRACA DO CARMO      ;FORTALEZA                   ;CE;1;aa3cb56d78cf
19835;9405;00;PSV FORTALEZA       ;FORTALEZA                   ;CE;5;aa3cb56d78cf
22835;4322;00;NOVA IMPERATRIZ     ;IMPERATRIZ                  ;MA;5;aac32d11eb93
15167;3320;00;CORP BANK AGUA BCA  ;SAO PAULO                   ;SP;5;aac3f368258b
11823;2417;00;PAULINIA            ;PAULINIA                    ;SP;5;aac91a7cb726
7219;1220;00;TUCURUVI            ;SAO PAULO                   ;SP;5;abb8bbeb825b
4022;0478;00;LINHARES            ;LINHARES                    ;ES;3;ac4f8a30f1bf
6446;1001;00;BAIRRO MARTINS      ;UBERLANDIA                  ;MG;5;ac7392f16085
3630;0401;00;BRUSQUE             ;BRUSQUE                     ;SC;3;ad54da33c500
1626;0103;00;CURVELO             ;CURVELO                     ;MG;5;ad72fcdadf74
4064;0484;00;PARANAIBA           ;PARANAIBA                   ;MS;5;ad9c5c8df96f
6780;1109;00;PAU DOS FERROS      ;PAU DOS FERROS              ;RN;5;adc1a2a2159e
4767;0635;00;CAMBUCI             ;SAO PAULO                   ;SP;4;ade08427b7a1
3091;0320;00;PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU        ;SP;5;af6888b93b19
2535;0237;00;CRATEUS             ;CRATEUS                     ;CE;5;afb499088570
10213;1845;00;PONTA NEGRA         ;NATAL                       ;RN;3;b1ea9b5a4d55
5876;0863;00;MORADA NOVA         ;MORADA NOVA                 ;CE;6;b21ec99819a1
6150;0929;00;INDAIATUBA          ;INDAIATUBA                  ;SP;4;b265850dd007
844;0041;00;FEIRA DE SANTANA    ;FEIRA DE SANTANA            ;BA;4;b2a563ae9089
9271;1626;00;FLORESTA-MG         ;BELO HORIZONTE              ;MG;2;b3d2e80278b2
4524;0575;00;GRAMADO             ;GRAMADO                     ;RS;5;b41ab8d80d31
16220;3603;00;UNIV.DE BRASILIA    ;BRASILIA                    ;DF;5;b56c960322e3
8069;1408;00;IMBITUBA            ;IMBITUBA                    ;SC;5;b58d491a0976
3497;0380;00;PARACATU            ;PARACATU                    ;MG;5;b5aa6675d284
6435;0996;00;XAXIM-SC            ;XAXIM                       ;SC;6;b5ed57cfdeb7
4215;0511;00;TATUI               ;TATUI                       ;SP;4;b6006e6aa84a
6999;1181;00;PIMENTA BUENO       ;PIMENTA BUENO               ;RO;5;b61f46841f55
80480;6876;00;CESARIO LANGE       ;CESARIO LANGE               ;SP;88;b61ff3d30fb7
7456;1240;00;VILA VELHA          ;VILA VELHA                  ;ES;4;b625aff842c3
3191;0335;00;NOVA FRIBURGO       ;NOVA FRIBURGO               ;RJ;2;b7132bbf2381
12977;2799;00;EMPRESA B.AVENIDA   ;SALVADOR                    ;BA;5;b7ffdfa802ba
5091;0692;00;PORTEIRINHA         ;PORTEIRINHA                 ;MG;6;b8052fbdd41a
2196;0185;00;SAO LEOPOLDO        ;SAO LEOPOLDO                ;RS;3;b826de912f85
4648;0602;00;IBAITI              ;IBAITI                      ;PR;6;b845d9099793
5806;0847;00;GOIOERE             ;GOIOERE                     ;PR;5;b8f7a67cda5a
6771;1106;00;PARELHAS            ;PARELHAS                    ;RN;5;b904aaebcc1d
15321;3378;00;PARQUE 10           ;MANAUS                      ;AM;6;b94de0d0ddc4
8564;1517;00;QUITANDA            ;RIO DE JANEIRO              ;RJ;88;ba285d9a9068
6382;0983;00;SAO LOURENCO        ;SAO LOURENCO                ;MG;5;ba5332bca57e
5250;0718;00;SUZANO              ;SUZANO                      ;SP;5;ba93b575ff64
13935;3010;00;EMPRESA TIJUCA      ;RIO DE JANEIRO              ;RJ;4;bb552f4f14e5
8979;1603;00;JARDINS-SE          ;ARACAJU                     ;SE;5;bb8c506f9311
16047;3570;00;PARQUE DA UVA       ;JUNDIAI                     ;SP;5;bc2725cb689d
1305;0078;00;PONTA PORA          ;PONTA PORA                  ;MS;4;bc45dc8d60d5
452066;9153;00;ESCR.EXC.RIBEIRA    ;NATAL                       ;RN;88;bcb548d9a632
13470;2901;00;NUCLEO BANDEIRANTE  ;BRASILIA                    ;DF;4;bd8b5efcf974
8250;1453;00;TRINDADE            ;FLORIANOPOLIS               ;SC;5;bd994142ce49
6787;1112;00;PETROLANDIA         ;PETROLANDIA                 ;PE;5;bdcf46caf346
2452;0223;00;ASSIS               ;ASSIS                       ;SP;4;bdd5a5966e30
3094;0321;00;CHAPECO             ;CHAPECO                     ;SC;1;be0b8846e9e8
451764;9165;00;ESCR.EXC.CHAPECO    ;CHAPECO                     ;SC;88;be0b8846e9e8
1864;0140;00;FOZ DO IGUACU       ;FOZ DO IGUACU               ;PR;4;bec6b1918c66
5358;0741;00;TERESOPOLIS         ;TERESOPOLIS                 ;RJ;5;bec72b85e01d
9357;1639;00;SAO FRANCISCO       ;SAO LUIS                    ;MA;5;beca0376bb24
20790;3866;00;IGARA               ;CANOAS                      ;RS;5;bed38ca25740
9616;1707;00;CAMBORIU            ;CAMBORIU                    ;SC;6;bee34acb74cf
29049;1881;00;AGRO CAMPO GRANDE   ;CAMPO GRANDE                ;MS;5;beef6533a493
11983;2480;00;PONTES E LACERDA    ;PONTES E LACERDA            ;MT;6;bf0a178fa723
3798;0428;00;VICOSA              ;VICOSA                      ;MG;4;bf27ac830bf0
80565;6961;00;AV.BRASIL-P.GRANDE  ;PRAIA GRANDE                ;SP;5;bf6f88813715
3678;0407;00;CRICIUMA            ;CRICIUMA                    ;SC;1;bfd91922ee04
75625;5215;00;CALCADAO LAGES      ;LAGES                       ;SC;5;c052084d3bbf
16307;3613;00;CID.UNIVERSITARIA-PE;RECIFE                      ;PE;5;c063756a1d61
1104;0060;00;JEQUIE              ;JEQUIE                      ;BA;3;c0fff29dcaf0
3319;0352;00;MARINGA             ;MARINGA                     ;PR;1;c10403608c98
14361;3121;00;VILA XAVIER         ;ARARAQUARA                  ;SP;6;c232a3dfa542
1525;0094;00;CRATO               ;CRATO                       ;CE;5;c2357755355a
12704;2726;00;TIMON               ;TIMON                       ;MA;5;c275d941fa6c
6183;0935;00;JANAUBA             ;JANAUBA                     ;MG;5;c284f5666b05
452960;9189;00;ESCR.EXC.S.B.CAMPO  ;SAO BERNARDO DO CAMPO       ;SP;88;c28996c81fba
